Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Gears,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions,Fuel avg 
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,3,7,0,8.3,6.5,7.5,38,176,15.075
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,3,6,0,8.1,8.5,8.3,34,193,14.725
TOYOTA,PRIUS,MID-SIZE,1.8,4,3,0,0,4.4,4.6,4.5,63,105,19.125
TOYOTA,PRIUS c,COMPACT,1.5,4,3,0,0,4.9,5.5,5.1,55,120,17.625
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,3,0,0,5.5,6,5.8,49,135,16.575
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,3,6,0,6.9,7.8,7.3,39,170,15.25
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,3,0,0,9.8,8.8,9.3,30,218,14.475
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,3,0,0,4.8,5.5,5.1,55,121,17.6
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,3,0,0,7.8,6.2,7.1,40,167,15.275
FORD,C-MAX HYBRID,FULL-SIZE,2,4,3,0,0,5.7,6.2,5.9,48,138,16.45
FORD,FUSION HYBRID,MID-SIZE,2,4,3,0,0,5.5,5.6,5.6,50,131,16.675
HONDA,ACCORD,FULL-SIZE,1.5,4,3,0,0,7.9,6.3,7.2,39,168,15.1
HONDA,ACCORD,FULL-SIZE,1.5,4,3,7,0,8.2,6.8,7.6,37,177,14.9
HONDA,ACCORD HYBRID,FULL-SIZE,2,4,3,0,0,5,5.1,5.1,55,118,17.55
HONDA,CIVIC COUPE,COMPACT,1.5,4,3,0,0,7.5,5.9,6.8,42,158,15.55
HONDA,CIVIC COUPE,COMPACT,2,4,3,0,0,7.8,6,7,40,163,15.2
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,3,0,0,7.7,6,6.9,41,162,15.4
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,3,7,0,7.9,6.6,7.3,39,170,15.2
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,3,7,1,7.9,6.6,7.3,39,170,15.2
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,3,0,0,7.4,5.6,6.6,43,153,15.65
HONDA,CIVIC SEDAN,MID-SIZE,2,4,3,0,0,7.8,6,7,40,163,15.2
HONDA,CR-V,SUV - SMALL,1.5,4,3,0,0,8.4,7,7.8,36,181,14.8
HONDA,CR-V AWD,SUV - SMALL,1.5,4,3,0,0,8.7,7.2,8,35,188,14.725
HONDA,FIT,STATION WAGON - SMALL,1.5,4,3,0,0,7,5.9,6.5,43,151,15.6
HONDA,FIT,STATION WAGON - SMALL,1.5,4,3,7,0,7.6,6.5,7,40,166,15.275
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,3,0,0,8.3,6.9,7.7,37,180,14.975
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,3,7,0,8.3,6.9,7.7,37,180,14.975
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,3,0,0,8.9,7.5,8.2,34,194,14.65
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,3,7,0,8.9,7.5,8.2,34,194,14.65
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,3,7,1,12.5,9,10.9,26,257,14.6
LEXUS,ES 300h,MID-SIZE,2.5,4,3,6,0,5.8,6.1,5.9,48,139,16.45
LEXUS,GS 450h,MID-SIZE,3.5,6,3,8,1,8,6.9,7.5,38,176,15.1
LEXUS,LC 500h,SUBCOMPACT,3.5,6,3,100,1,8.9,7,8,35,187,14.725
LEXUS,LS 500h,MID-SIZE,3.5,6,3,100,1,9.4,7.1,8.4,34,195,14.725
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,3,100,1,10.3,7.6,9.1,31,211,14.5
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,3,6,0,7.2,7.9,7.5,38,176,15.15
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,3,6,1,7.5,8.4,7.9,36,185,14.95
LINCOLN,MKZ HYBRID,MID-SIZE,2,4,3,0,0,5.7,6.2,5.9,48,139,16.45
MITSUBISHI,ECLIPSE CROSS,SUV - SMALL,1.5,4,3,8,0,9.4,8.4,8.9,32,208,14.675
MITSUBISHI,ECLIPSE CROSS 4WD,SUV - SMALL,1.5,4,3,8,0,9.6,8.9,9.3,30,216,14.45
MITSUBISHI,MIRAGE,COMPACT,1.2,3,3,0,0,6.4,5.5,6,47,141,16.225
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,3,0,0,6.9,5.7,6.4,44,149,15.75
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,3,6,0,9.9,8.1,9.1,31,212,14.525
MITSUBISHI,RVR,SUV - SMALL,2,4,3,6,0,9.7,7.8,8.8,32,204,14.575
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,3,6,0,10.1,8.2,9.2,31,213,14.625
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,3,6,0,10.3,8.3,9.4,30,219,14.5
NISSAN,ALTIMA,MID-SIZE,2.5,4,3,0,0,8.7,6.3,7.6,37,179,14.9
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,3,7,0,8.9,6.4,7.8,36,185,14.775
NISSAN,ALTIMA,MID-SIZE,3.5,6,3,7,0,10.6,7.3,9.1,31,214,14.5
NISSAN,KICKS,MID-SIZE,1.6,4,3,0,0,7.7,6.6,7.2,39,169,15.125
NISSAN,MAXIMA,MID-SIZE,3.5,6,3,7,1,11.1,7.8,9.6,29,227,14.375
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,3,7,0,11,8.3,9.8,29,230,14.525
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,3,7,0,11.2,8.4,9.9,29,232,14.625
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,3,0,0,9.8,8.8,9.3,30,218,14.475
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,3,0,0,11.6,8.5,10.2,28,240,14.575
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,3,0,0,12.1,8.9,10.7,26,250,14.425
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,3,0,0,12.4,9.2,11,26,259,14.65
NISSAN,QASHQAI,STATION WAGON - SMALL,2,4,3,0,0,8.8,7.3,8.1,35,191,14.8
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2,4,3,0,0,9,7.5,8.4,34,196,14.725
NISSAN,ROGUE,SUV - SMALL,2.5,4,3,0,0,9.2,7,8.2,34,192,14.6
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,3,0,0,9.7,7.4,8.7,32,205,14.45
NISSAN,SENTRA,MID-SIZE,1.8,4,3,0,0,8.1,6.3,7.3,39,172,15.175
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,3,7,1,8.9,7.3,8.2,34,193,14.6
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,3,7,1,9.4,7.8,8.7,32,205,14.475
NISSAN,VERSA,MID-SIZE,1.6,4,3,0,0,7.6,6.2,7,40,164,15.2
SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,3,7,0,8.8,7.2,8.1,35,188,14.775
SUBARU,FORESTER AWD,SUV - SMALL,2,4,3,8,1,10.2,8.6,9.5,30,223,14.575
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,3,6,0,9.2,7.4,8.4,34,196,14.75
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,3,7,0,8.3,6.4,7.5,38,174,15.05
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,3,7,0,8.4,6.5,7.5,38,176,15.1
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,3,7,0,9.3,7,8.3,34,193,14.65
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,3,6,0,11.9,8.3,10.3,27,241,14.375
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,3,7,0,9.4,7.3,8.5,33,198,14.55
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,3,6,0,12,8.7,10.5,27,247,14.55
SUBARU,WRX AWD,COMPACT,2,4,3,8,1,12.6,9.6,11.2,25,256,14.6
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,3,6,0,4.9,4.8,4.9,58,113,18.15
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,3,6,0,5.3,5,5.1,55,121,17.6
TOYOTA,C-HR,COMPACT,2,4,3,7,0,8.7,7.5,8.2,34,189,14.6
TOYOTA,COROLLA,MID-SIZE,1.8,4,3,0,0,8.3,6.5,7.5,38,174,15.075
TOYOTA,COROLLA,MID-SIZE,1.8,4,3,7,0,8.3,6.7,7.5,38,178,15.125
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,3,0,0,7.8,5.9,6.9,41,163,15.4
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,3,0,0,8,6.3,7.2,39,168,15.125
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,3,7,0,8.3,6.5,7.5,38,176,15.075
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,3,6,0,8.1,8.5,8.3,34,193,14.725
TOYOTA,PRIUS,MID-SIZE,1.8,4,3,0,0,4.3,4.6,4.5,63,105,19.1
TOYOTA,PRIUS c,COMPACT,1.5,4,3,0,0,4.9,5.5,5.1,55,120,17.625
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,3,0,0,5.5,6,5.8,49,135,16.575
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,3,6,0,6.9,7.8,7.3,39,171,15.25
CHEVROLET,Malibu,MID-SIZE,1.5,4,3,0,0,8.2,6.6,7.5,38,174,15.075
CHEVROLET,Malibu Hybrid,MID-SIZE,1.8,4,3,0,0,4.8,5.5,5.1,55,121,17.6
CHEVROLET,Spark,SUBCOMPACT,1.4,4,3,0,0,7.9,6.2,7.1,40,167,15.3
FORD,Fusion Hybrid,MID-SIZE,2,4,3,0,0,5.5,5.6,5.6,50,131,16.675
HONDA,Accord,FULL-SIZE,1.5,4,3,0,0,7.9,6.3,7.2,39,168,15.1
HONDA,Accord,FULL-SIZE,1.5,4,3,7,0,8.2,6.8,7.6,37,177,14.9
HONDA,Accord Hybrid,FULL-SIZE,2,4,3,0,0,5,5,5,56,117,17.75
HONDA,Civic Coupe,COMPACT,1.5,4,3,7,0,7.8,6.4,7.2,39,167,15.1
HONDA,Civic Coupe,COMPACT,2,4,3,0,0,7.8,6.1,7.1,40,164,15.25
HONDA,Civic Coupe,COMPACT,2,4,3,7,0,8.3,6.6,7.5,38,176,15.1
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,3,0,0,7.7,6,6.9,41,162,15.4
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,3,7,0,7.9,6.6,7.3,39,170,15.2
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,3,7,1,7.9,6.6,7.3,39,170,15.2
HONDA,Civic Sedan,MID-SIZE,1.5,4,3,7,0,7.8,6.2,7.1,40,165,15.275
HONDA,Civic Sedan,MID-SIZE,2,4,3,0,0,7.9,6.1,7.1,40,167,15.275
HONDA,CR-V,SUV - SMALL,1.5,4,3,0,0,8.4,7,7.8,36,181,14.8
HONDA,CR-V AWD,SUV - SMALL,1.5,4,3,0,0,8.7,7.2,8,35,188,14.725
HONDA,Fit,STATION WAGON - SMALL,1.5,4,3,0,0,7,5.9,6.5,43,151,15.6
HONDA,Fit,STATION WAGON - SMALL,1.5,4,3,7,0,7.6,6.5,7,40,166,15.275
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,3,0,0,8.4,7,7.8,36,181,14.8
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,3,0,0,8.8,7.5,8.2,34,193,14.625
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,3,7,0,9.1,7.7,8.5,33,199,14.575
HONDA,Insight EX,MID-SIZE,1.5,4,3,0,0,4.6,5.3,4.9,58,114,18.2
HONDA,Insight Touring,MID-SIZE,1.5,4,3,0,0,4.6,5.3,4.9,58,114,18.2
INFINITI,QX50 AWD,SUV - SMALL,2,4,3,8,1,10,7.8,9,31,211,14.45
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,3,7,1,12.5,9,10.9,26,257,14.6
KIA,Forte,MID-SIZE,2,4,3,0,0,7.7,5.9,6.9,41,164,15.375
LEXUS,ES 300h,MID-SIZE,2.5,4,3,6,0,5.5,5.2,5.3,53,124,17.25
LEXUS,LC 500h,SUBCOMPACT,3.5,6,3,100,1,9,7.1,8.1,35,189,14.8
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,3,100,1,10.3,7.7,9.1,31,214,14.525
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,3,6,0,7.2,7.9,7.5,38,176,15.15
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,3,6,1,7.5,8.4,7.9,36,185,14.95
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,3,6,1,8.1,8.4,8.1,35,190,14.9
LEXUS,UX 250h,COMPACT,2,4,3,6,0,5.5,5.7,5.6,50,130,16.7
LEXUS,UX 250h AWD,COMPACT,2,4,3,6,0,5.7,6.2,6,47,140,16.225
LINCOLN,MKZ Hybrid,MID-SIZE,2,4,3,0,0,5.7,6.2,5.9,48,139,16.45
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,3,8,0,9.6,8.9,9.3,30,216,14.45
MITSUBISHI,Mirage,COMPACT,1.2,3,3,0,0,6.6,5.6,6.2,46,143,16.1
MITSUBISHI,Mirage G4,COMPACT,1.2,3,3,0,0,6.9,5.7,6.4,44,148,15.75
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,3,6,0,9.9,8.1,9.1,31,212,14.525
MITSUBISHI,RVR,SUV - SMALL,2,4,3,6,0,9.7,7.8,8.8,32,206,14.575
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,3,6,0,10.1,8.2,9.2,31,213,14.625
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,3,6,0,10.3,8.3,9.4,30,218,14.5
NISSAN,Altima,MID-SIZE,2.5,4,3,0,0,8.6,6.1,7.4,38,174,15.025
NISSAN,Altima SR/Platinum,MID-SIZE,2,4,3,0,0,9.1,6.9,8.1,35,190,14.775
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,3,0,0,8.5,6.3,7.5,38,177,15.075
NISSAN,Altima AWD,MID-SIZE,2.5,4,3,0,0,9.1,6.5,7.9,36,186,14.875
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,3,0,0,9.3,6.7,8.1,35,190,14.775
NISSAN,Kicks,MID-SIZE,1.6,4,3,0,0,7.7,6.6,7.2,39,169,15.125
NISSAN,Maxima,MID-SIZE,3.5,6,3,7,1,11.6,7.9,9.9,29,233,14.6
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,3,7,0,11.7,8.3,10.2,28,240,14.55
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,3,7,0,11.7,8.5,10.3,27,242,14.375
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2,4,3,0,0,9.8,8.8,9.3,30,218,14.475
NISSAN,Pathfinder,SUV - SMALL,3.5,6,3,0,0,11.6,8.5,10.2,28,240,14.575
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,3,0,0,12.1,8.9,10.7,26,250,14.425
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,3,0,0,12.4,9.2,11,26,259,14.65
NISSAN,Qashqai,STATION WAGON - SMALL,2,4,3,7,0,8.6,7.2,8,35,188,14.7
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2,4,3,7,0,9.1,7.6,8.4,34,198,14.775
NISSAN,Rogue,SUV - SMALL,2.5,4,3,0,0,9.1,7.1,8.2,34,192,14.6
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,3,0,0,9.6,7.5,8.7,32,204,14.45
NISSAN,Sentra,MID-SIZE,1.8,4,3,0,0,8.1,6.3,7.3,39,172,15.175
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,3,7,1,8.9,7.3,8.2,34,193,14.6
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,3,7,1,9.4,7.8,8.7,32,205,14.475
NISSAN,Versa,MID-SIZE,1.6,4,3,0,0,7.6,6.2,7,40,164,15.2
SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,3,8,0,11.6,9,10.4,27,244,14.5
SUBARU,Crosstrek AWD,SUV - SMALL,2,4,3,7,0,8.8,7.2,8.1,35,188,14.775
SUBARU,Forester AWD,SUV - SMALL,2.5,4,3,7,0,9,7.2,8.2,34,192,14.6
SUBARU,Impreza 4-Door AWD,MID-SIZE,2,4,3,7,0,8.3,6.4,7.5,38,174,15.05
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2,4,3,7,0,8.4,6.6,7.6,37,177,14.9
SUBARU,Legacy AWD,MID-SIZE,2.5,4,3,7,0,9.3,7,8.2,34,193,14.625
SUBARU,Legacy AWD,MID-SIZE,3.6,6,3,6,0,11.9,8.3,10.3,27,241,14.375
SUBARU,Outback AWD,SUV - SMALL,2.5,4,3,7,0,9.4,7.3,8.5,33,198,14.55
SUBARU,Outback AWD,SUV - SMALL,3.6,6,3,6,0,12,8.7,10.5,27,247,14.55
SUBARU,WRX AWD,COMPACT,2,4,3,8,1,12.6,9.6,11.2,25,256,14.6
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,3,6,0,4.9,4.8,4.9,58,113,18.15
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,3,6,0,5.3,5,5.1,55,121,17.6
TOYOTA,Corolla,MID-SIZE,1.8,4,3,0,0,8.3,6.5,7.5,38,174,15.075
TOYOTA,Corolla,MID-SIZE,1.8,4,3,7,0,8.3,6.7,7.6,37,178,14.9
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,3,0,0,7.8,5.9,6.9,41,163,15.4
TOYOTA,Corolla Hatchback,COMPACT,2,4,3,100,0,7.5,5.8,6.7,42,157,15.5
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,3,6,0,8.1,8.5,8.3,34,193,14.725
TOYOTA,Prius,MID-SIZE,1.8,4,3,0,0,4.4,4.6,4.4,64,105,19.35
TOYOTA,Prius AWD,MID-SIZE,1.8,4,3,0,0,4.5,4.9,4.7,60,109,18.525
TOYOTA,Prius c,COMPACT,1.5,4,3,0,0,4.9,5.5,5.1,55,120,17.625
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,3,6,0,5.8,6.3,6,47,140,16.275
BUICK,Encore GX,SUV - SMALL,1.2,3,3,0,0,9,7.7,8.4,34,198,14.775
CHEVROLET,Malibu,MID-SIZE,1.5,4,3,0,0,8.2,6.6,7.5,38,189,15.075
CHEVROLET,Spark,SUBCOMPACT,1.4,4,3,0,0,7.9,6.2,7.1,40,167,15.3
FORD,Escape Hybrid,SUV - SMALL,2.5,4,3,0,0,5.4,6.3,5.8,49,136,16.625
FORD,Escape Hybrid AWD,SUV - SMALL,2.5,4,3,0,0,5.5,6.4,5.9,48,139,16.45
FORD,Fusion Hybrid,MID-SIZE,2,4,3,0,0,5.5,5.7,5.6,50,131,16.7
HONDA,Accord,FULL-SIZE,1.5,4,3,0,0,7.9,6.3,7.2,39,170,15.1
HONDA,Accord,FULL-SIZE,1.5,4,3,7,0,8.2,6.8,7.6,37,177,14.9
HONDA,Accord Hybrid,FULL-SIZE,2,4,3,0,0,5,5,5,56,117,17.75
HONDA,Civic Coupe,COMPACT,1.5,4,3,7,0,7.8,6.4,7.2,39,167,15.1
HONDA,Civic Coupe,COMPACT,2,4,3,0,0,7.8,6.1,7.1,40,164,15.25
HONDA,Civic Coupe,COMPACT,2,4,3,7,0,8.3,6.6,7.5,38,176,15.1
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,3,0,0,7.7,6,6.9,41,162,15.4
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,3,7,1,8,6.6,7.4,38,172,15
HONDA,Civic Sedan,MID-SIZE,1.5,4,3,7,0,7.8,6.2,7.1,40,165,15.275
HONDA,Civic Sedan,MID-SIZE,2,4,3,0,0,7.9,6.1,7.1,40,167,15.275
HONDA,Civic Sedan,MID-SIZE,2,4,3,7,0,8.2,6.5,7.4,38,172,15.025
HONDA,CR-V,SUV - SMALL,1.5,4,3,0,0,8.3,7,7.7,37,180,15
HONDA,CR-V AWD,SUV - SMALL,1.5,4,3,0,0,8.7,7.4,8.1,35,189,14.8
HONDA,Fit,STATION WAGON - SMALL,1.5,4,3,0,0,7,5.9,6.5,43,151,15.6
HONDA,Fit,STATION WAGON - SMALL,1.5,4,3,7,0,7.6,6.5,7,40,166,15.275
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,3,0,0,8.4,7,7.8,36,181,14.8
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,3,0,0,8.8,7.5,8.2,34,193,14.625
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,3,7,0,9.1,7.7,8.5,33,200,14.575
HONDA,Insight EX/Touring,MID-SIZE,1.5,4,3,0,0,4.6,5.3,4.9,58,115,18.2
HYUNDAI,Accent,COMPACT,1.6,4,3,0,0,7.3,6,6.7,42,160,15.5
HYUNDAI,Elantra,MID-SIZE,2,4,3,0,0,7.8,5.6,6.8,42,161,15.55
HYUNDAI,Venue,MID-SIZE,1.6,4,3,0,0,8,7,7.5,38,178,15.125
INFINITI,QX50 AWD,SUV - SMALL,2,4,3,8,1,10.8,8.3,9.7,29,228,14.45
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,3,7,1,12.5,9,10.9,26,257,14.6
KIA,Forte,MID-SIZE,2,4,3,0,0,7.9,5.9,7,40,165,15.2
KIA,Forte 5,FULL-SIZE,2,4,3,0,0,8,6,7.1,40,169,15.275
KIA,Rio,COMPACT,1.6,4,3,0,0,7.2,5.9,6.6,43,151,15.675
KIA,Soul,STATION WAGON - SMALL,2,4,3,0,0,8.6,7.1,7.9,36,188,14.9
LEXUS,LC 500h,SUBCOMPACT,3.5,6,3,100,1,9,7.1,8.1,35,189,14.8
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,3,100,1,10.3,7.7,9.1,31,214,14.525
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,3,6,0,7.2,7.9,7.5,38,176,15.15
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,3,6,1,7.5,8.4,7.9,36,185,14.95
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,3,6,1,8.1,8.4,8.1,35,190,14.9
LEXUS,UX 250h AWD,COMPACT,2,4,3,6,0,5.7,6.2,6,47,140,16.225
LINCOLN,MKZ Hybrid,MID-SIZE,2,4,3,0,0,5.5,5.7,5.6,50,131,16.7
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,3,8,0,9.6,8.9,9.3,30,216,14.45
MITSUBISHI,Mirage,COMPACT,1.2,3,3,0,0,6.6,5.6,6.2,46,143,16.1
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,3,6,0,9.9,8.1,9.1,31,212,14.525
MITSUBISHI,RVR,SUV - SMALL,2,4,3,6,0,9.7,7.8,8.8,32,206,14.575
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,3,6,0,10.1,8.2,9.2,31,213,14.625
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,3,6,0,10.3,8.3,9.4,30,218,14.5
NISSAN,Altima AWD,MID-SIZE,2.5,4,3,0,0,9.1,6.5,7.9,36,186,14.875
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,3,0,0,9.3,6.7,8.1,35,190,14.775
NISSAN,Kicks,MID-SIZE,1.6,4,3,0,0,7.7,6.6,7.2,39,169,15.125
NISSAN,Maxima,MID-SIZE,3.5,6,3,7,1,11.6,7.9,9.9,29,233,14.6
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,3,7,0,11.7,8.3,10.2,28,240,14.55
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,3,7,0,11.7,8.5,10.3,27,242,14.375
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2,4,3,0,0,9.8,8.8,9.3,30,218,14.475
NISSAN,Qashqai,STATION WAGON - SMALL,2,4,3,8,0,8.8,7.4,8.2,34,192,14.6
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2,4,3,8,0,9,7.7,8.4,34,198,14.775
NISSAN,Pathfinder,SUV - SMALL,3.5,6,3,0,0,11.6,8.5,10.2,28,240,14.575
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,3,0,0,12.1,8.9,10.7,26,251,14.425
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,3,0,0,12.4,9.2,11,26,257,14.65
NISSAN,Rogue,SUV - SMALL,2.5,4,3,0,0,9.1,7.1,8.2,34,192,14.6
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,3,0,0,9.6,7.5,8.7,32,204,14.45
NISSAN,Sentra,MID-SIZE,2,4,3,0,0,8,6,7.1,40,167,15.275
NISSAN,Sentra SR,MID-SIZE,2,4,3,0,0,8.2,6.2,7.3,39,171,15.175
NISSAN,Versa,COMPACT,1.6,4,3,0,0,7.4,5.9,6.7,42,158,15.5
SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,3,8,0,11.6,9,10.4,27,244,14.5
SUBARU,Crosstrek AWD,SUV - SMALL,2,4,3,8,0,8.5,7,7.9,36,185,14.85
SUBARU,Forester AWD,SUV - SMALL,2.5,4,3,7,0,9,7.2,8.2,34,192,14.6
SUBARU,Impreza 4-Door AWD,MID-SIZE,2,4,3,7,0,8.3,6.4,7.5,38,174,15.05
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2,4,3,7,0,8.4,6.6,7.6,37,178,14.9
SUBARU,Legacy AWD,FULL-SIZE,2.4,4,3,8,0,9.9,7.3,8.7,32,205,14.475
SUBARU,Legacy AWD,FULL-SIZE,2.5,4,3,8,0,8.8,6.7,7.9,36,185,14.85
SUBARU,Outback AWD,SUV - SMALL,2.4,4,3,8,0,10.1,7.9,9.1,31,213,14.525
SUBARU,Outback AWD,SUV - SMALL,2.5,4,3,8,0,9,7.1,8.2,34,192,14.575
SUBARU,WRX AWD,COMPACT,2,4,3,8,1,12.9,9.7,11.5,25,263,14.775
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,3,0,0,4.9,4.8,4.9,58,113,18.15
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,3,0,0,5.3,5,5.1,55,121,17.6
TOYOTA,Corolla,COMPACT,1.8,4,3,0,0,7.9,6.1,7.1,40,165,15.275
TOYOTA,Corolla XLE,COMPACT,1.8,4,3,0,0,8.1,6.3,7.3,39,170,15.175
TOYOTA,Corolla,COMPACT,2,4,3,100,0,7.6,5.8,6.7,42,158,15.525
TOYOTA,Corolla XSE,COMPACT,2,4,3,100,0,7.7,6.1,7,40,164,15.2
TOYOTA,Corolla Hatchback,COMPACT,2,4,3,100,0,7.5,5.8,6.7,42,158,15.5
