Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Gears,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions,Fuel avg 
NISSAN,GT-R,SUBCOMPACT,3.8,6,1,6,1,14.5,10.9,12.9,22,297,15.075
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,1,7,1,11.6,8.3,10.1,28,232,14.5
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,1,7,1,11.8,8.5,10.3,27,237,14.4
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,1,7,1,12,8.7,10.5,27,242,14.55
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,1,7,1,12.3,8.9,10.8,26,248,14.5
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.7,9,11,26,253,14.675
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,1,7,1,11.6,8.3,10.1,28,232,14.5
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,1,7,1,12.1,8.7,10.6,27,244,14.6
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.4,8.7,10.7,26,246,14.45
PORSCHE,911 GT3,TWO-SEATER,3.8,6,1,7,1,16,11.5,14,20,322,15.375
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,1,7,1,10.7,7.4,9.2,31,212,14.575
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,1,7,1,11.3,7.9,9.8,29,225,14.5
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,1,7,1,10.7,7.4,9.2,31,212,14.575
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,1,7,1,11.3,7.9,9.8,29,225,14.5
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,1,7,1,12.9,8.4,10.9,26,251,14.55
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,1,7,1,13.1,8.7,11.1,25,255,14.475
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,1,7,1,13.4,8.8,11.3,25,260,14.625
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,1,7,1,13.7,8.9,11.5,25,264,14.775
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,1,7,1,15.1,9.7,12.7,22,292,14.875
PORSCHE,PANAMERA S,FULL-SIZE,3,6,1,7,1,13.4,8.8,11.3,25,260,14.625
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,1,7,1,15.3,9.7,12.8,22,294,14.95
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,1,7,1,15.4,9.8,12.9,22,297,15.025
SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,1,5,1,6.9,5.7,6.4,44,147,15.75
SMART,FORTWO COUPE,TWO-SEATER,1,3,1,5,1,6.9,5.7,6.4,44,147,15.75
VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,1,7,1,5.6,5.2,5.4,52,124,17.05
ACURA,RLX HYBRID,MID-SIZE,3.5,6,1,7,1,8,7.5,7.7,37,177,15.05
ACURA,TLX,COMPACT,2.4,4,1,8,1,9.6,6.6,8.3,34,191,14.625
ALFA ROMEO,4C,TWO-SEATER,1.8,4,1,6,1,9.7,6.9,8.4,34,193,14.75
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,1,7,1,17.4,11.3,14.7,19,338,15.6
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,1,7,1,17.4,11.3,14.7,19,338,15.6
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,1,7,1,19.5,12.8,16.5,17,379,16.45
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,1,7,1,17.4,11.3,14.7,19,338,15.6
AUDI,A3,SUBCOMPACT,1.8,4,1,6,1,10,7.1,8.7,32,200,14.45
AUDI,A3 TDI (modified),SUBCOMPACT,2,4,1,6,2,7.6,5.5,6.5,43,177,15.65
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,1,6,1,9.8,7.2,8.6,33,198,14.65
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,1,6,1,10.1,7.5,8.9,32,205,14.625
AUDI,R8,TWO-SEATER,4.2,8,1,7,1,17.3,10.4,14.2,20,327,15.475
AUDI,R8,TWO-SEATER,5.2,10,1,7,1,18.2,10.6,14.8,19,347,15.65
AUDI,R8 SPYDER,TWO-SEATER,4.2,8,1,7,1,17.3,10.4,14.2,20,327,15.475
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,1,7,1,18.2,10.6,14.8,19,347,15.65
AUDI,RS 5,SUBCOMPACT,4.2,8,1,7,1,14.9,10.1,12.8,22,294,14.95
AUDI,RS 5 CABRIOLET,SUBCOMPACT,4.2,8,1,7,1,14.8,10.6,12.9,22,297,15.075
AUDI,S3,SUBCOMPACT,2,4,1,6,1,10.1,7.7,9,31,207,14.45
AUDI,S4,COMPACT,3,6,1,7,1,13,8.5,11,26,253,14.625
AUDI,S5,SUBCOMPACT,3,6,1,7,1,13,8.5,11,26,253,14.625
AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,1,7,1,13.3,9.1,11.4,25,262,14.7
AUDI,S6,MID-SIZE,4,8,1,7,1,14,8.7,11.7,24,269,14.6
AUDI,S7,MID-SIZE,4,8,1,7,1,14,8.7,11.7,24,269,14.6
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,1,6,1,10.4,7.6,9.1,31,209,14.525
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,1,6,1,10.4,7.7,9.2,31,212,14.575
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,1,6,1,11.7,8.4,10.2,28,235,14.575
AUDI,TTS ROADSTER QUATTRO,TWO-SEATER,2,4,1,6,1,11.7,8.5,10.2,28,235,14.6
BMW,M3 SEDAN,COMPACT,3,6,1,7,1,14.2,9.6,12.1,23,278,14.725
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,1,7,1,14.1,9.7,12.1,23,278,14.725
BMW,M4 COUPE,COMPACT,3,6,1,7,1,14.1,9.7,12.1,23,278,14.725
BMW,M5 SEDAN,MID-SIZE,4.4,8,1,7,1,17.3,11.5,14.7,19,338,15.625
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,1,7,1,17.3,11.5,14.7,19,338,15.625
BMW,M6 COUPE,COMPACT,4.4,8,1,7,1,17.3,11.5,14.7,19,338,15.625
BMW,M6 GRAN COUPE,COMPACT,4.4,8,1,7,1,17.3,11.5,14.7,19,338,15.625
BMW,Z4 sDRIVE35i,TWO-SEATER,3,6,1,7,1,13.7,10,12.1,23,278,14.7
BMW,Z4 sDRIVE35is,TWO-SEATER,3,6,1,7,1,13.7,10,12.1,23,278,14.7
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,1,6,0,8.4,5.9,7.3,39,168,15.15
FIAT,500L,STATION WAGON - SMALL,1.4,4,1,6,0,9.9,7.2,8.7,32,200,14.45
FORD,FOCUS FFV,COMPACT,2,4,1,6,0,8.9,6.2,7.7,37,177,14.95
FORD,FOCUS FFV,COMPACT,2,4,1,6,3,11.9,8.5,10.4,27,166,14.45
HYUNDAI,VELOSTER,COMPACT,1.6,4,1,6,0,8.6,6.6,7.7,37,177,14.975
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,1,7,1,22.2,12.7,17.9,16,412,17.2
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,1,7,1,24,14.5,19.7,14,453,18.05
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,1,7,1,16.8,11.7,14.5,19,334,15.5
LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,1,7,1,22.1,13.9,18.4,15,423,17.35
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,1,7,1,18.1,12.6,15.6,18,359,16.075
MERCEDES-BENZ,SLS AMG GT ROADSTER,TWO-SEATER,6.2,8,1,7,1,18.1,12.6,15.6,18,359,16.075
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,1,6,1,14.2,10.5,12.5,23,288,15.05
MITSUBISHI,LANCER RALLIART,COMPACT,2,4,1,6,1,13.4,9.4,11.6,24,267,14.6
NISSAN,GT-R,SUBCOMPACT,3.8,6,1,6,1,14.3,10.5,12.6,22,290,14.85
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,1,7,1,11.6,8.4,10.1,28,232,14.525
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,1,7,1,11.5,8.3,10.1,28,232,14.475
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,1,7,1,11.6,8.5,10.2,28,235,14.575
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,1,7,1,11.9,8.7,10.5,27,242,14.525
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,1,7,1,12.6,9.2,11.1,25,255,14.475
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.1,9.4,11.4,25,262,14.725
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,1,7,1,12.2,8.9,10.7,26,246,14.45
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.5,9,11,26,253,14.625
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,1,7,1,12.6,9,11,26,253,14.65
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.6,9.2,11.1,25,255,14.475
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,1,7,1,11.9,8.7,10.5,27,242,14.525
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.2,8.7,10.6,27,244,14.625
PORSCHE,911 GT3,TWO-SEATER,3.8,6,1,7,1,16,11.5,14,20,322,15.375
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,1,7,1,12.3,8.9,10.8,26,248,14.5
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,1,7,1,12.8,9.3,11.2,25,258,14.575
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,274,14.8
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,1,7,1,10.7,7.4,9.2,31,212,14.575
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,1,7,1,10.9,7.7,9.5,30,218,14.525
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,1,7,1,11.3,7.9,9.8,29,225,14.5
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,1,7,1,10.7,7.4,9.2,31,212,14.575
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,1,7,1,10.9,7.7,9.5,30,218,14.525
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,1,7,1,11.3,7.9,9.8,29,225,14.5
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,1,7,1,12.9,8.4,10.9,26,251,14.55
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,1,7,1,13.1,8.7,11.1,25,255,14.475
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,1,7,1,13.4,8.8,11.4,25,262,14.65
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,1,7,1,13.7,8.9,11.5,25,264,14.775
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,1,7,1,15.1,9.7,12.7,22,292,14.875
PORSCHE,PANAMERA S,FULL-SIZE,3,6,1,7,1,13.4,8.8,11.4,25,262,14.65
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,1,7,1,15.3,9.7,12.8,22,294,14.95
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,1,7,1,15.4,9.8,12.9,22,297,15.025
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,1,7,1,15.3,9.7,12.8,22,294,14.95
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,1,7,1,15.4,9.8,12.9,22,297,15.025
SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,1,5,1,6.8,6.2,6.5,43,150,15.625
SMART,FORTWO COUPE,TWO-SEATER,1,3,1,5,1,6.8,6.2,6.5,43,150,15.625
VOLKSWAGEN,BEETLE,COMPACT,2,4,1,6,1,10,7.9,9.1,31,209,14.5
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,1,6,2,7.6,5.7,6.9,41,183,15.3
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,1,6,1,10.3,8.2,9.4,30,216,14.475
VOLKSWAGEN,CC,COMPACT,2,4,1,6,1,10.7,7.7,9.3,30,214,14.425
VOLKSWAGEN,EOS,SUBCOMPACT,2,4,1,6,1,10.8,7.8,9.5,30,219,14.525
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,1,6,2,7.6,5.5,6.5,43,177,15.65
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,1,6,1,9.5,7.2,8.5,33,196,14.55
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,1,6,2,7.6,5.6,6.7,42,180,15.475
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,1,6,2,7.6,5.2,6.5,43,175,15.575
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,1,6,1,10,7.3,8.8,32,202,14.525
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,1,7,1,5.6,4.9,5.3,53,122,17.2
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,1,6,2,7.8,5.6,6.9,41,185,15.325
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,1,6,1,11.9,8.5,10.4,27,239,14.45
ACURA,ILX,COMPACT,2.4,4,1,8,1,9.3,6.6,8.1,35,189,14.75
ACURA,RLX HYBRID,MID-SIZE,3.5,6,1,7,1,8,7.5,7.7,37,180,15.05
ACURA,TLX,COMPACT,2.4,4,1,8,1,9.6,6.6,8.3,34,196,14.625
ALFA ROMEO,4C,TWO-SEATER,1.8,4,1,6,1,9.7,6.9,8.4,34,197,14.75
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,1,7,1,17.4,11.3,14.7,19,343,15.6
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,1,7,1,17.4,11.3,14.7,19,343,15.6
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,1,7,1,17.4,11.3,14.7,19,343,15.6
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,1,7,1,19.5,12.8,16.5,17,390,16.45
AUDI,A3,SUBCOMPACT,1.8,4,1,6,0,10,7.1,8.7,32,204,14.45
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,1,6,0,9.8,7.2,8.6,33,201,14.65
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,1,6,0,10.1,7.5,8.9,32,208,14.625
AUDI,S3 QUATTRO,SUBCOMPACT,2,4,1,6,1,10.1,7.7,9,31,211,14.45
AUDI,S4 QUATTRO,COMPACT,3,6,1,7,1,13,8.5,11,26,257,14.625
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,1,7,1,13,8.5,11,26,257,14.625
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,1,7,1,13.3,9.1,11.4,25,266,14.7
AUDI,S6 QUATTRO,MID-SIZE,4,8,1,7,1,13.3,8.8,11.3,25,263,14.6
AUDI,S7 QUATTRO,MID-SIZE,4,8,1,7,1,13.4,8.8,11.4,25,265,14.65
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,1,6,0,10.1,7.8,9.1,31,209,14.5
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,1,6,0,10.1,7.8,9.1,31,209,14.5
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,1,6,1,10.3,8.6,9.5,30,222,14.6
BMW,M2,SUBCOMPACT,3,6,1,7,1,11.8,8.8,10.4,27,244,14.5
BMW,M3,COMPACT,3,6,1,7,1,14.1,9.7,12.1,23,284,14.725
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,1,7,1,14.2,9.6,12.1,23,282,14.725
BMW,M4 COUPE,COMPACT,3,6,1,7,1,14.1,9.7,12.1,23,284,14.725
BMW,M5,MID-SIZE,4.4,8,1,7,1,17.3,11.5,14.7,19,344,15.625
BMW,M6,COMPACT,4.4,8,1,7,1,17.3,11.5,14.7,19,344,15.625
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,1,7,1,17.3,11.5,14.7,19,344,15.625
BMW,M6 GRAN COUPE,COMPACT,4.4,8,1,7,1,17.3,11.5,14.7,19,344,15.625
BMW,Z4 sDRIVE35i,TWO-SEATER,3,6,1,7,1,13.7,10,12.1,23,282,14.7
BMW,Z4 sDRIVE35is,TWO-SEATER,3,6,1,7,1,13.7,10,12.1,23,282,14.7
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,1,6,0,8.4,5.9,7.3,39,171,15.15
FIAT,500L,STATION WAGON - SMALL,1.4,4,1,6,0,9.9,7.2,8.7,32,203,14.45
FORD,FOCUS FFV,COMPACT,2,4,1,6,0,8.9,6,7.6,37,178,14.875
FORD,FOCUS FFV,COMPACT,2,4,1,6,3,11.9,8.3,10.3,27,170,14.375
HYUNDAI,SONATA HYBRID,MID-SIZE,2,4,1,6,0,5.9,5.3,5.6,50,133,16.7
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2,4,1,6,0,6,5.5,5.8,49,136,16.575
HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,1,7,0,9.9,8.4,9.2,31,219,14.625
HYUNDAI,VELOSTER,COMPACT,1.6,4,1,6,0,8.3,6.5,7.5,38,177,15.075
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,1,6,0,8.9,7.1,8.1,35,191,14.775
KIA,OPTIMA,FULL-SIZE,1.6,4,1,7,0,8.4,6.1,7.4,38,175,14.975
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,1,6,0,6.6,5.9,6.3,45,147,15.95
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,1,6,0,6.7,6.1,6.4,44,150,15.8
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,1,7,1,22.2,12.7,17.9,16,420,17.2
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,1,7,1,23.6,14.1,19.3,15,452,18
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,1,7,1,16.4,11.4,14.2,20,331,15.5
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,1,7,1,16.9,11.8,14.6,19,340,15.575
MERCEDES-BENZ,AMG GT S,TWO-SEATER,4,8,1,7,1,14.5,10.8,12.8,22,303,15.025
NISSAN,GT-R,SUBCOMPACT,3.8,6,1,6,1,14.3,10.5,12.6,22,294,14.85
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,1,7,1,11.6,8.4,10.1,28,238,14.525
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,1,7,1,11.5,8.4,10.1,28,236,14.5
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,1,7,1,12.7,9,11,26,259,14.675
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.7,9.2,11.1,25,260,14.5
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,1,7,1,11.9,8.7,10.5,27,245,14.525
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.2,8.7,10.6,27,250,14.625
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,1,7,1,11.7,8.5,10.2,28,240,14.6
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,1,7,1,11.9,8.8,10.5,27,246,14.55
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,1,7,1,12.7,9.2,11.1,25,260,14.5
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.1,9.4,11.4,25,268,14.725
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,1,7,1,12.2,8.9,10.7,26,251,14.45
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,12.5,9.1,11,26,257,14.65
PORSCHE,911 GT3,TWO-SEATER,3.8,6,1,7,1,16,11.5,14,20,329,15.375
PORSCHE,911 GT3RS,TWO-SEATER,4,6,1,7,1,16.3,11.8,14.3,20,334,15.6
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,1,7,1,12.3,8.9,10.8,26,253,14.5
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,1,7,1,12.8,9.3,11.2,25,260,14.575
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,278,14.8
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,278,14.8
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,278,14.8
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,1,7,1,13.7,9.6,11.9,24,278,14.8
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,1,7,1,10.7,7.4,9.2,31,217,14.575
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,1,7,1,10.9,7.7,9.5,30,222,14.525
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,1,7,1,11.3,7.9,9.8,29,230,14.5
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,1,7,1,10.7,7.4,9.2,31,217,14.575
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,1,7,1,10.9,7.7,9.5,30,222,14.525
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,1,7,1,11.3,7.9,9.8,29,230,14.5
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,1,7,1,12.9,8.4,10.9,26,255,14.55
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,1,7,1,15.1,9.7,12.7,22,298,14.875
PORSCHE,PANAMERA S,FULL-SIZE,3,6,1,7,1,13.4,8.8,11.4,25,267,14.65
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,1,7,1,13.1,8.7,11.1,25,262,14.475
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,1,7,1,13.4,8.8,11.4,25,267,14.65
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,1,7,1,13.7,8.9,11.5,25,271,14.775
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,1,7,1,15.3,9.7,12.8,22,300,14.95
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,1,7,1,15.4,9.8,12.9,22,303,15.025
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,1,7,1,15.3,9.7,12.8,22,300,14.95
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,1,7,1,15.4,9.8,12.9,22,303,15.025
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,1,6,1,7.5,6.1,6.9,41,157,15.375
SMART,FORTWO COUPE,TWO-SEATER,0.9,3,1,6,1,7.5,6.1,6.9,41,157,15.375
VOLKSWAGEN,CC,COMPACT,2,4,1,6,1,10.7,7.7,9.3,30,217,14.425
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,1,6,0,9.5,7.2,8.5,33,198,14.55
VOLKSWAGEN,GOLF R,COMPACT,2,4,1,6,1,10.4,7.9,9.3,30,216,14.4
VOLKSWAGEN,JETTA,COMPACT,2,4,1,6,0,9.8,7,8.6,33,201,14.6
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,1,7,1,5.7,4.9,5.3,53,124,17.225
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,1,6,0,11.9,8.5,10.4,27,243,14.45
ACURA,ILX,COMPACT,2.4,4,1,8,1,9.4,6.8,8.2,34,192,14.6
ACURA,MDX HYBRID AWD,SUV - SMALL,3,6,1,7,1,9.1,9,9,31,210,14.525
ACURA,NSX,TWO-SEATER,3.5,6,1,9,1,11.1,10.8,11,26,261,14.725
ACURA,RLX HYBRID,MID-SIZE,3.5,6,1,7,1,8.2,7.8,8.1,35,190,14.775
ACURA,TLX,COMPACT,2.4,4,1,8,1,9.6,6.6,8.3,34,197,14.625
ALFA ROMEO,4C,TWO-SEATER,1.8,4,1,6,1,9.7,6.9,8.4,34,197,14.75
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,1,6,1,9.7,6.9,8.4,34,197,14.75
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,1,7,1,19.4,12.8,16.4,17,388,16.4
AUDI,A3,SUBCOMPACT,2,4,1,7,0,9.1,6.8,8,35,188,14.725
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,1,6,0,9.7,7.5,8.7,32,205,14.475
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,1,6,0,10.8,8,9.5,30,223,14.575
AUDI,A4 ULTRA,COMPACT,2,4,1,7,1,8.6,6.4,7.6,37,177,14.9
AUDI,A4 QUATTRO,COMPACT,2,4,1,7,1,9.8,7.7,8.8,32,205,14.575
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,1,7,1,10.2,8.3,9.3,30,217,14.45
AUDI,R8,TWO-SEATER,5.2,10,1,7,1,16.5,11.2,14.1,20,330,15.45
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,1,7,1,16.5,11.2,14.1,20,330,15.45
AUDI,S3,SUBCOMPACT,2,4,1,6,1,11,8.5,9.9,29,232,14.6
AUDI,S5,SUBCOMPACT,3,6,1,7,1,13,8.5,11,26,259,14.625
AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,1,7,1,13.3,9.1,11.4,25,266,14.7
AUDI,S6,MID-SIZE,4,8,1,7,1,13.3,8.8,11.3,25,263,14.6
AUDI,S7,MID-SIZE,4,8,1,7,1,13.4,8.8,11.4,25,265,14.65
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,1,6,0,10.1,7.8,9.1,31,209,14.5
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,1,6,0,10.1,7.8,9.1,31,209,14.5
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,1,6,1,10.3,8.6,9.5,30,222,14.6
BMW,M2,SUBCOMPACT,3,6,1,7,1,11.8,8.9,10.5,27,245,14.55
